hpi_0	hpi_0_5	hpi_1	hpi_2	hpi_4	log2_fold_change_4hpi	log10_abundance_4hpi	hsf1_target
MGAT4A	6.84087892519654	5.29769454092221	5.24041435611096	1.83164510828518	35.660576318679	2.38207641736921	1.19365013083192	unknown
VASH1	1.70055704263494	8.83624928638515	15.7132713222784	13.7835954779083	20.5855613133657	3.59755348263138	0.772076958908704	unknown
ACTN1	1336.40577860271	1709.97050590458	2177.3199578002	2744.30267135787	3204.17004636437	1.26159258808622	3.31582695051498	unknown
PANX2	9.41094991653211	8.83624928638515	20.9497156447852	18.3804394967626	23.3264662216378	1.30955550952864	1.17074120686008	unknown
FNDC8	2.5573153360759	0.87437970149855	10.4768326686981	15.6223338040435	20.5855613133657	3.00893081591049	0.860673498314059	unknown
MRPS34	86.5120932155298	155.684111656997	119.39496705648	225.237972520301	183.670455774953	1.08614585994809	2.10055806193314	unknown
NOTCH3	0.843880163101075	4.41304476085532	4.19313853998422	29.4128518902968	28.8082873966101	5.09330194640184	0.692899109563658	unknown
ENO1	5056.10305949696	6977.91327644057	8488.28993908919	10063.3807908384	10833.5354392541	1.09940635633727	3.86929306301101	unknown
EXOSC7	944.047106141535	732.459714113832	1064.05061012643	820.068214877992	1931.01027512993	1.03242508684307	3.13038912500904	unknown
NAALAD2	5.98418261076496	2.64371225001608	4.19313853998422	9.18674160269305	71.2925529867079	3.57452527912355	1.31502450244152	unknown
MYH7B	9.41094991653211	7.95161466362646	15.7132713222784	10.1061137643115	20.5855613133657	1.12922053038318	1.14359808786497	unknown
MOK	42.821486335671	46.8752052102233	43.9900875115866	57.9132291857114	86.3676327205266	1.01215587425042	1.78400637681902	unknown
HSP90AA1	2528.90200518625	3646.41496022584	3714.74178525965	4559.13249276915	9295.87638205475	1.8780797499663	3.68561117027763	yes
CROCCP3	12.8376901459506	15.0286619793791	18.855137526595	17.4610711236552	26.0673753044738	1.02185968156363	1.26229209697786	unknown
TCF7	5.98418261076496	15.9132901401507	17.8078486400689	10.1061137643115	26.0673753044738	2.12301922112283	1.09655107126843	unknown
CCNT2	474.587383783509	530.76517938363	606.384848402256	610.452612150323	955.240893186705	1.0091908495898	2.82821454748465	unknown
DNAJA1	1012.58137209222	1078.3481482748	1342.62976953281	1999.61566252377	4373.17465909933	2.11064311986651	3.32311337825618	yes
ITPKC	14.5510557391654	28.2980650993831	26.1861623257359	35.8484223629555	53.4765561830686	1.87778273042708	1.44552896792182	unknown
NID2	88.2254500998824	119.414478785039	186.421530530811	217.883039005969	393.351225461012	2.15655128790131	2.27018719510137	unknown
OAS1	80.5153440413034	147.722485000598	142.435348122436	224.318605831348	223.41386807673	1.47238308860999	2.12749439039705	unknown
OTUB2	12.8376901459506	28.2980650993831	11.5241195976213	16.541702569589	26.0673753044738	1.02185968156363	1.26229209697786	unknown
DNAJB11	2536.61211009834	3221.79488804109	3863.45697565749	4295.27425632766	5783.38069268426	1.18901014670011	3.58321792114993	unknown
ITGA6	495.147663639307	595.342815537099	650.371031433686	819.148848199658	1179.9967617705	1.2528521634131	2.88330777482659	unknown
TGFB2	6.84087892519654	10.6055141278151	15.7132713222784	11.0254850713819	26.0673753044738	1.92999172529491	1.12560460438448	unknown
PTGS1	19.691143507517	22.1056807255997	35.6117690351507	68.0262642360036	43.8833328541114	1.1561262056854	1.46828527063753	unknown
NUP188	3552.63260179929	4321.38394995662	3918.96334953845	5572.27457136276	7429.30629660934	1.06433900799412	3.71074928039832	unknown
NANS	82.2287009616712	112.337477121076	158.144698940049	144.333703334577	175.447681019894	1.09332693637246	2.07958553084334	unknown
TBC1D2	144.766224143035	144.183984253705	278.583056259832	495.531777226426	524.915634390606	1.85836052622658	2.44037837766256	unknown
IL11	19.691143507517	38.0289494470119	69.1250459827714	196.737605112986	179.559068386555	3.18883971697088	1.77423914038172	unknown
MRPS18A	16.2644195282692	13.2594045146425	35.6117690351507	25.7353822315591	38.4014942653796	1.23944311568745	1.39779334593922	unknown
HSP90AB1	11142.8025475354	16392.0941262016	18915.1099083781	22155.8106995924	30178.9857529672	1.43743218768217	4.263349537423	yes
ZNF184	26.5445833991592	51.2983325475648	41.8955078145041	62.5100633629622	86.3676327205266	1.7020732474194	1.68016346489224	unknown
SETD1A	445.460320639687	525.457428464939	610.574008690683	928.553482909346	952.499967962251	1.0964221146133	2.81383699753601	unknown
C19orf26	17.9777820079562	10.6055141278151	14.665982953023	43.2033587048423	54.8470170823936	1.60919811946644	1.49694456148932	unknown
TIMM13	91.652163842127	109.683601481824	170.712179631276	220.641139074581	202.856930502809	1.14622174504165	2.13466628627173	unknown
POLR2E	203.02035224718	191.953743885192	261.826415180713	695.034346603533	576.99321322561	1.50692998856248	2.53435514091699	unknown
MED15	296.398291156873	349.417022706641	390.643093681103	637.114245840276	1297.85654661914	2.13052189450208	2.79255119378206	unknown
SEC14L2	11.124321970502	26.5288128079123	18.855137526595	38.6065236195456	27.4378310294575	1.30244903422241	1.24231166369225	unknown
MAPK1	3202.25116748613	4646.92600528811	2563.76999480276	5461.95057006446	7940.48885304449	1.31014135946075	3.70265131653872	unknown
DGCR14	44.5348439195909	87.5679707139493	57.6048563310605	82.7361327077406	104.183639405465	1.22612229718946	1.83324972949412	unknown
TFIP11	101.932304889004	134.453107160407	155.002828771983	220.641139074581	297.418845278448	1.54488471342103	2.24084016386289	unknown
POLR2F	35.9680551229256	82.2602191700356	45.037377375597	89.1716999959313	95.9608667523015	1.41573003694048	1.76900555857325	unknown
SBF1	333.23545946268	375.071152238298	336.184010039849	673.8889129932	757.894277234681	1.18545468758946	2.70117991804222	unknown
BIK	17.9777820079562	10.6055141278151	11.5241195976213	14.7029647892491	38.4014942653796	1.09494740899884	1.41954211691819	unknown
HMOX1	11.124321970502	28.2980650993831	46.084667248995	49.638927302501	50.7356346598092	2.18928198772012	1.3757933237653	unknown
ARSA	5.12748124559192	16.7979179966568	6.28769426608437	18.3804394967626	23.3264662216378	2.1856455517991	1.03887651604712	unknown
RPL3	2482.64137571349	3495.14405951092	3744.0659073099	4697.03749439324	5007.69885106708	1.01227192990451	3.54727609640329	unknown
AHSA1	449.74371227968	554.650058513771	621.046909412021	752.035080675558	1508.90778936771	1.74632962736217	2.91581390040673	yes
EIF5	2400.40025665005	2488.44063834634	2981.63873400884	3124.92047585724	5336.60987931108	1.15264856102711	3.55377456019274	unknown
DICER1	1004.01458884896	1211.92654606311	1215.9076707006	1447.07628924519	2055.72237323874	1.03386520815803	3.15735224294177	unknown
ZFYVE21	59.0983812125561	60.1445865297527	63.8885960899623	95.6072672110893	141.186120729671	1.25640775314453	1.96068379535062	unknown
PLTP	10.2676365403878	4.41304476085532	16.7605598961977	15.6223338040435	23.3264662216378	1.18386363419394	1.18965971920358	unknown
PROCR	30.8279803916045	76.0678422564749	64.9358860624703	83.655499468302	91.8494806295353	1.57503118508704	1.7260108894861	unknown
NINL	18.8344628641645	22.9903073314386	19.9024265340184	23.8966470708783	39.7719536099508	1.0783765395098	1.43726508167505	unknown
NFATC2	17.9777820079562	35.3750723099323	60.7467261930802	90.0910667450627	53.4765561830686	1.57269152015957	1.49144977077379	unknown
RAE1	540.55161496232	597.112065842125	666.080382517786	889.940082426131	1114.21455630012	1.04352278242833	2.88990299852717	unknown
CTSZ	283.548116142161	298.993388713533	400.068704315955	492.773677186876	634.552642587228	1.16214628398857	2.62754721164896	unknown
ARFGAP1	333.23545946268	326.416768620777	482.804619929435	619.646278940384	672.925595550923	1.01390507134496	2.6753591279251	unknown
CHMP4B	207.303743972848	424.610160930204	350.846071015066	537.822644490362	512.58147100147	1.30603515623597	2.51318502437324	unknown
MOSPD1	655.346510648007	1112.8485291626	772.90396990551	1383.6399884799	1407.49355582405	1.10279848687971	2.9824587032591	unknown
PHEX	7.69757165973724	12.3747750568673	18.855137526595	19.2998077138387	58.9584002550941	2.93722208160419	1.32844971585778	unknown
GABRE	812.975322474794	851.884109575703	788.613320993862	986.473583629824	2009.12664427329	1.30528504080934	3.1065423380547	unknown
RBM3	1347.54259681384	1945.28079595174	2232.82633167802	2425.28243424652	2901.29780793609	1.10636751231769	3.29606740616204	unknown
DRP2	62.5250954813458	39.7982007487783	40.8482179829947	48.7195603896105	128.851959693628	1.04320721849268	1.95307269583884	unknown
NFAT5	1794.72868183903	1801.0868964135	2024.41560711922	2391.26586717653	4230.64654686916	1.23711239842055	3.44020277336169	unknown
NDRG4	26.5445833991592	13.2594045146425	14.665982953023	42.2839917168859	58.9584002550941	1.15127988023607	1.59726080242476	unknown
HAS3	32.5413388002278	31.8365690318733	41.8955078145041	63.4294301848049	234.377568237389	2.84848898717673	1.94117573023402	unknown
SOLH	335.805494457502	292.801012599046	396.926834104209	806.277714702775	931.943028780958	1.47261592736201	2.74773858091107	unknown
BRF2	18.8344628641645	21.2210540021431	32.4698998819849	22.0579116178784	58.9584002550941	1.64632248969317	1.52274946513559	unknown
NDRG1	360.649166056104	571.457936416585	535.169123509974	687.679413174052	910.015626991902	1.33529523199257	2.75806689123869	unknown
ARHGEF18	140.482832301861	122.9529795972	124.63141728111	319.932741129546	394.72168804584	1.49044195378093	2.37195712198834	unknown
PPP1R13L	75.3752732062029	98.1834735948309	153.955538716429	262.012640012475	287.825607372487	1.93303172065503	2.16817916454409	unknown
MED26	24.8312240964774	47.7598307008835	45.037377375597	47.8001934677801	50.7356346598092	1.03084401062857	1.55015561337573	unknown
FBL	469.44731381828	659.920451655327	843.07240476983	1009.45775058112	967.575056697542	1.04341032532315	2.82863576121974	unknown
MEGF8	16.2644195282692	38.0289494470119	21.9970048445787	34.0096880836025	39.7719536099508	1.29003209549344	1.40540774612504	unknown
ZNF175	121.63590801417	99.9527240528708	137.198897864149	146.172436744368	248.082193535239	1.02824899917407	2.23982869738347	unknown
ATP13A1	1224.18091816073	988.116382867576	1179.25251814709	1930.66316170244	2717.65581722814	1.15054596925476	3.26102002974734	unknown
CADM4	18.8344628641645	26.5288128079123	16.7605598961977	42.2839917168859	41.1424131695086	1.12725152628925	1.4446215002042	unknown
SMG9	76.2319516870291	140.645483499517	151.860958606049	181.108371319439	183.670455774953	1.26865186356515	2.07308817119439	unknown
C7orf63	29.9713011133774	34.4904465409639	43.9900875115866	44.1227256800405	65.8107068313872	1.1347406015776	1.64750107612245	unknown
ZC3HAV1	586.812244583313	666.112827719983	778.140420268247	886.262615713309	1917.30564896506	1.70810946373409	3.02559525960288	yes
RNF32	23.1178644112491	26.5288128079123	34.56447929626	28.4934845453864	54.8470170823936	1.24640502985094	1.55155036258626	unknown
DNAJB6	310.961822823923	504.226424786645	446.149467434518	591.145911889639	1336.22949983665	2.10335843973291	2.80929406441334	yes
STX1A	239.000842622166	94.6449726612099	168.617599514133	260.173906640502	604.402465288588	1.33849384051752	2.57986282960454	unknown
ZKSCAN1	797.555112627697	421.071660311489	387.501223469749	615.049445545411	1644.58358833229	1.04406621659158	3.05890832769619	unknown
RBM28	297.254969490686	421.071660311489	392.73767382208	508.402910743305	620.848016538848	1.0625392111692	2.63305721092596	unknown
MRPL32	214.15717072491	342.34002145199	318.380078861879	343.836274881081	434.465103096443	1.02057031774257	2.48434375982413	unknown
FSD1L	202.163673901496	160.107237564225	175.94862992718	231.673539340426	431.724177915416	1.09458610293841	2.47045474628719	unknown
LHX6	17.9777820079562	27.4134389850174	55.5102764453074	22.9772793851772	37.0310351592786	1.04251983824617	1.41165098122002	unknown
FUBP3	2322.44252920353	1823.20252517741	2158.46873648326	2804.98087207567	5617.55471594045	1.27429937522348	3.55774614351498	unknown
DNMBP	335.805494457502	483.880046255802	960.368892915477	1622.67532468875	885.34729998495	1.39861766415167	2.7366007324844	unknown
C10orf54	47.104880169367	44.2213286576914	54.4629865098709	120.430168855624	106.924563727027	1.18264488167195	1.85107169512582	unknown
LARP4B	583.385531278903	669.651328328254	762.431069180181	956.134483253036	1307.44978492306	1.16423402703381	2.94119033590534	unknown
DKK1	1808.43553501833	4477.96260157012	5475.23639836421	6427.28558142194	3783.87573354639	1.06512253841945	3.41761994871598	unknown
RPL28	1933.51057027648	2729.94330441466	3551.36453383708	5428.85336967495	4571.89173865402	1.24156858978217	3.47322124425212	unknown
NUFIP2	3845.61658843306	3104.13974303835	3763.96441870115	4448.8084914697	9682.34684027962	1.3321418434304	3.78547330917103	unknown
CWC25	241.570877639955	302.531889349241	415.7780553765	483.580010387785	607.143390496348	1.32959073909437	2.58316792433598	unknown
MED31	19.691143507517	32.7211949046132	28.2807413718618	27.5741171569882	54.8470170823936	1.47786626603604	1.51671197512367	unknown
ALOX12	9.41094991653211	5.29769454092221	10.4768326686981	12.8642258100034	37.0310351592786	1.97632262166663	1.27109965729798	unknown
ABCC3	513.137908506981	665.228202567903	660.843932156341	719.857246926565	1119.69640675515	1.12568909964351	2.87966719211352	unknown
MYH3	50.5315949691338	36.2596980492399	29.328030952634	35.8484223629555	101.442715133033	1.00540764238209	1.85489193555195	unknown
RPL34	766.714692930431	789.075723820643	886.011297749913	1311.92938761245	1630.87896217271	1.08888798221757	3.04852775821731	unknown
LRP2BP	25.6879037909788	31.8365690318733	24.0915834660696	28.4934845453864	54.8470170823936	1.09432399329183	1.57444083947424	unknown
HSPA8	1215.61413492032	2102.74407274242	3168.05636704001	5582.3876048151	11443.3913041904	3.23475740455861	3.57167524506161	yes
CCND1	747.011091454844	908.500119260641	1204.387479898	1280.67092056679	1671.99284065241	1.16236710081851	3.048280731831	unknown
CHORDC1	1076.83224641212	1197.77254364941	933.139351023207	1176.78248596935	2594.31418168497	1.26855968812337	3.22308531100095	yes
ANAPC15	29.1146217802057	52.1829579831582	76.456075940827	72.6230982038619	82.2562470113843	1.49838137229588	1.68964002168686	unknown
ARHGDIB	83.9420578709553	90.2218464577707	77.5033659433372	141.575603217232	180.929530847012	1.107962163128	2.09074453447883	unknown
NOP2	745.297734804701	1002.27038528529	1233.7116019411	1561.99712396077	1783.00031256064	1.25841817589532	3.06174061029073	unknown
MRPL18	109.642410531503	203.453871097997	205.272751650401	229.834805963691	346.755497732027	1.66111280449957	2.2900009652753	yes
RPS12	607.372524407239	712.997960773949	1113.2732435525	1294.46142073406	1735.03412099316	1.51431048278786	3.01138158096536	unknown
PEX7	12.8376901459506	23.8749338323614	23.0442941216068	11.0254850713819	26.0673753044738	1.02185968156363	1.26229209697786	unknown
ZBTB24	195.310247129017	306.955015142762	303.718017897704	349.352474974923	452.281116789265	1.21145211968398	2.47306674270676	unknown
BRD8	575.675426343513	536.07293030199	517.365192290727	632.517412445718	1226.59249065752	1.09132848891018	2.92443899641577	unknown
HBEGF	42.821486335671	91.9910969443261	116.253096927796	173.753437752374	108.295025905073	1.33856020238075	1.83313512355991	unknown
BRIX1	3732.53504973274	5265.27898538299	5699.35647403762	6787.67731899413	8505.11945157795	1.1881756903989	3.75084215604877	unknown
PFKFB4	227.864024199395	210.530872445718	493.277520644149	1544.52915708431	2529.90243868163	3.47283667992674	2.88038976833204	unknown
COL7A1	4125.75040021142	4430.1928434508	5706.6875045503	10258.2865264626	12239.6300851549	1.56883150776595	3.85163562145962	unknown
HES1	65.0951311162112	95.5295978969087	65.9831760381481	59.7519628710481	134.333808985976	1.04520090228116	1.97086691764452	unknown
PLXNA1	594.522349517785	551.111557902289	980.267404298723	1741.27362610857	1714.47718175095	1.52796575288205	3.00414994741281	unknown
KLHL18	162.756469747664	229.992626106002	227.265842998206	309.819707612911	344.014572582269	1.07975478607144	2.37405755054859	unknown
ACVR2B	101.932304889004	61.0292118888447	158.144698940049	125.027002434828	243.970805935516	1.25909717216263	2.19782485270997	unknown
PEX5L	15.4077378234154	23.8749338323614	26.1861623257359	37.6871565535965	87.7380946679508	2.50954831719848	1.56546353945261	unknown
EPB41L5	21.404504254526	25.644186561743	19.9024265340184	29.4128518902968	64.4402454062918	1.59004756628868	1.56983117967123	unknown
APC2	36.8247341170472	22.1056807255997	21.9970048445787	34.0096880836025	82.2562470113843	1.15945014083571	1.74065425525528	unknown
RPS15	740.157664854181	718.305711685003	1368.81202135837	1532.57739027404	1867.96899477322	1.33556598426653	3.07034695215024	unknown
FN1	10.2676365403878	5.29769454092221	3.1458695979042	5.50923708757597	23.3264662216378	1.18386363419394	1.18965971920358	unknown
UNC50	121.63590801417	207.876996941477	233.549583389867	243.625306281201	297.418845278448	1.28992687521258	2.27921514232808	unknown
HSPE1	375.212697669389	442.302664019597	343.515040526922	478.983176987889	771.598903325579	1.04014244159104	2.730834564368	yes
IL1RL1	5.98418261076496	6.18233828432687	12.571407021827	40.4452576992723	53.4765561830686	3.15968045516256	1.25258413466242	unknown
SPR	98.5055912335792	108.79897626671	121.489547144873	148.930536856523	217.932018025844	1.14560064896509	2.1658909611952	unknown
CACYBP	1179.63364530965	1364.96669714988	1220.09683099247	1376.28505505772	2588.83233121653	1.13396265401446	3.2424255373401	yes
PRG4	7.69757165973724	18.5671729641274	23.0442941216068	21.1385437586729	23.3264662216378	1.59949246872416	1.12710134607536	unknown
RGS2	167.89653988854	436.994913093484	346.656910735999	301.545407459725	339.903184860229	1.01755138119066	2.3781984899659	unknown
ADPRHL2	182.460071893266	208.761622109708	336.184010039849	375.094742068244	371.423824136874	1.02548556597907	2.41551879938943	unknown
ENSG00000116883_protein_coding	15.4077378234154	17.682545592714	19.9024265340184	20.2191757954411	38.4014942653796	1.31750738993563	1.38604350187	unknown
LGALS8	178.176680135736	187.530618025693	237.738743652378	231.673539340426	367.312436396056	1.04369921492087	2.40794324778484	unknown
KDM5B	253.56437437693	329.070644093488	357.12981143428	407.27257591284	544.102110789168	1.10152536316014	2.56988432306281	unknown
PINK1-AS	13.6943732081122	24.7595602393061	10.4768326686981	18.3804394967626	28.8082873966101	1.07290066193802	1.29802980017846	unknown
CD160	6.84087892519654	6.18233828432687	3.1458695979042	19.2998077138387	58.9584002550941	3.10744377816326	1.30282879756923	unknown
ATP6V0B	420.61664911855	582.073438248551	492.230230572644	722.615346962325	855.197122540999	1.02375104198666	2.77797634507897	unknown
PTCH2	12.8376901459506	19.4518001404384	12.571407021827	14.7029647892491	34.2901177748557	1.41740721421147	1.32182793299679	unknown
PRDX1	7562.74383390385	9213.36103132586	11339.0135184741	11265.9124049716	15891.9129617235	1.07131113934492	4.03992778399037	unknown
F3	191.883533737835	292.801012599046	264.968285382154	293.271107303386	483.801756460836	1.3341850934382	2.48385257430518	unknown
CD3EAP	23.9745443066625	35.3750723099323	36.659058792832	84.5748662270697	54.8470170823936	1.19390976649874	1.5594516870359	unknown
CA14	8.55426177392838	21.2210540021431	8.38226097330789	12.8642258100034	20.5855613133657	1.26691752589183	1.12287262488452	unknown
RNF146	224.437310834197	127.376105596002	109.96935668596	134.220669553984	459.133429755051	1.03260094736363	2.50651698578124	unknown
ZNF430	56.5283454342378	65.45233860045	67.0304660168483	94.6879004699774	139.815658370422	1.30647956593698	1.94891104302648	unknown
LTBP2	3.41405251609407	1.75901955139674	11.5241195976213	7.3479935708859	23.3264662216378	2.77241061112271	0.950559574415136	unknown
GPR75	42.821486335671	60.1445865297527	96.3545862499068	111.236501649896	115.147336951583	1.42707426814452	1.84645781797644	unknown
KLHL29	142.196189039944	129.145355990804	151.860958606049	183.866471404059	498.87684502349	1.81080090913275	2.42544065205778	unknown
ARR3	12.8376901459506	7.06697792361908	2.09861220939751	7.3479935708859	32.9196595641931	1.35856377109508	1.3129711122837	unknown
HSPH1	1075.11888976369	1117.27165491733	1050.43583917908	1651.17569169696	6315.12018836543	2.55431398538067	3.41591905642188	yes
EGR1	215.013849068181	282.185510682153	289.055956939743	152.608003668264	485.172219056841	1.17406735718859	2.50918117949879	unknown
ZFP30	161.899791389619	192.8383690565	171.759469690114	313.497174346713	509.840545805012	1.65494498362032	2.45834032978026	unknown
UTP20	1773.31172374623	1955.01167260751	2149.0431258248	2731.43153787224	4223.79423378122	1.25209338970266	3.43724391912906	unknown
ECHDC2	188.456820343119	160.107237564225	185.374240469794	237.189739468608	482.431293864956	1.35608948577964	2.47932366540867	unknown
PSPC1	128.48933506748	169.838114531691	167.570309455837	205.93127203081	261.786818925128	1.0267438416855	2.26340742875269	unknown
CRY2	131.916048576065	148.607110186242	189.563400714669	209.608738794434	290.566532485656	1.13924845268955	2.2917716123261	unknown
DEPDC7	607.372524407239	684.689955912602	571.824276025295	728.131547033767	1225.22202804306	1.01238965805419	2.93583496911874	unknown
CXCR4	125.062621547177	252.108255199367	247.164354246797	290.513007250527	383.757987373812	1.61754611415649	2.34059247793259	unknown
P4HA1	300.681682825347	444.956539482437	510.034161789212	459.676476705584	613.995703516838	1.02999157695605	2.63313615216954	unknown
SMUG1	274.124654454993	318.455142200474	360.271681644151	488.176843787445	589.327376650563	1.10423719846561	2.60415235677355	unknown
ZNF137P	30.8279803916045	37.1443237609692	31.4226102107501	50.5582942069332	65.8107068313872	1.09408193859523	1.65362081469309	unknown
SLC12A4	310.961822823923	375.071152238298	517.365192290727	789.729114491907	708.557623335567	1.18814771512435	2.67154112418307	unknown
PARD6B	51.388273638075	54.8368342353373	48.1792470215361	50.5582942069332	167.224906358168	1.70227864589991	1.96708249473345	unknown
HIST1H3B	19.691143507517	7.06697792361908	5.24041435611096	11.0254850713819	80.8857851564468	2.03833929202851	1.60107157141581	unknown
MT2A	167.039861532581	315.801266726286	329.900269623267	545.177577925979	613.995703516838	1.87803613915767	2.50549272672834	unknown
ZNF133	136.199440446658	163.645738283971	100.543746369271	265.690106755714	490.654069442081	1.84898544949513	2.41247536427403	unknown
ITPA	144.766224143035	142.414733877557	206.320041713664	292.351740619143	291.936995043103	1.01193200260536	2.31297819026478	unknown
RALY	2069.72242373728	2005.43530618701	2408.77106397138	5649.50137227152	5490.10169249351	1.40739557551374	3.52774624691186	unknown
KLC1	225.2939891757	247.685129385474	216.792942351586	394.401442377607	459.133429755051	1.02710465617928	2.50734426003694	unknown
FRMD8	248.424304349263	223.800249948013	317.332788792822	442.208509779328	538.620260387751	1.11646217321023	2.56323838393995	unknown
WNK4	67.6651667010558	59.2599611644924	50.2738268248715	71.7037314161946	148.038432597477	1.12948651970985	2.00036981715537	unknown
UXT	606.515846081325	1249.08080239816	1428.50755552145	1660.36935847376	1326.63626153182	1.12915562195216	2.95279700789638	unknown
